"商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","注册地编码","注册地名称","第一数量","第一计量单位","第二数量","第二计量单位","人民币",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","304","德国","31","上海市","450814","台","1373011","千克","3,332,582,412",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","305","法国","31","上海市","5874","台","8533","千克","18,757,128",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","306","爱尔兰","31","上海市","382","台","1015","千克","3,545,946",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","307","意大利","31","上海市","478079","台","1406721","千克","3,097,875,685",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","308","卢森堡","31","上海市","2493","台","5801","千克","11,245,210",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","309","荷兰","31","上海市","1677791","台","4900215","千克","12,240,427,213",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","310","希腊","31","上海市","381203","台","858122","千克","1,036,064,299",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","311","葡萄牙","31","上海市","3222","台","6257","千克","6,684,649",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","312","西班牙","31","上海市","1704","台","3848","千克","3,277,795",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","315","奥地利","31","上海市","268","台","68","千克","192,188",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","316","保加利亚","31","上海市","14","台","14","千克","46,620",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","318","芬兰","31","上海市","18","台","26","千克","83,082",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","321","匈牙利","31","上海市","31","台","33","千克","92,900",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","322","冰岛","31","上海市","5","台","5","千克","17,915",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","323","列支敦士登","31","上海市","2","台","2","千克","7,198",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","324","马耳他","31","上海市","8","台","8","千克","22,715",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","325","摩纳哥","31","上海市","1","台","1","千克","2,351",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","326","挪威","31","上海市","47","台","59","千克","149,776",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","327","波兰","31","上海市","3972","台","9896","千克","10,572,316",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","328","罗马尼亚","31","上海市","27","台","29","千克","90,280",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","330","瑞典","31","上海市","74","台","83","千克","208,755",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","331","瑞士","31","上海市","221","台","246","千克","791,665",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","334","爱沙尼亚","31","上海市","12","台","12","千克","41,239",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","335","拉脱维亚","31","上海市","8","台","8","千克","25,505",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","336","立陶宛","31","上海市","26","台","20","千克","53,651",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","337","格鲁吉亚(2023年起停用)","31","上海市","3","台","3","千克","10,015",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","343","摩尔多瓦","31","上海市","2","台","2","千克","6,330",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","344","俄罗斯","31","上海市","115737","台","328632","千克","633,105,988",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","347","乌克兰","31","上海市","11250","台","41219","千克","115,843,567",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","350","斯洛文尼亚","31","上海市","7","台","22","千克","25,271",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","351","克罗地亚","31","上海市","13","台","13","千克","45,888",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","352","捷克","31","上海市","645353","台","2018802","千克","4,808,068,166",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","353","斯洛伐克","31","上海市","15","台","13","千克","45,260",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","357","法罗群岛","31","上海市","1","台","1","千克","2,491",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","358","塞尔维亚","31","上海市","2","台","2","千克","6,401",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","399","欧洲其他国家(地区)","31","上海市","4","台","4","千克","11,962",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","402","阿根廷","31","上海市","1747","台","3715","千克","6,453,648",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","408","玻利维亚","31","上海市","1020","台","2224","千克","1,897,522",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","410","巴西","31","上海市","41182","台","135890","千克","343,816,602",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","412","智利","31","上海市","16063","台","37746","千克","26,879,489",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","413","哥伦比亚","31","上海市","42376","台","87585","千克","244,630,656",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","415","哥斯达黎加","31","上海市","115","台","244","千克","224,223",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","416","古巴","31","上海市","182","台","603","千克","2,048,751",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","420","法属圭亚那","31","上海市","1","台","1","千克","2,948",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","422","瓜德罗普","31","上海市","2","台","2","千克","6,610",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","423","危地马拉","31","上海市","2351","台","5863","千克","3,750,344",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","426","洪都拉斯","31","上海市","10","台","21","千克","33,511",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","428","马提尼克","31","上海市","1","台","1","千克","3,561",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","429","墨西哥","31","上海市","45470","台","133207","千克","317,836,493",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","431","尼加拉瓜","31","上海市","385","台","1091","千克","521,538",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","432","巴拿马","31","上海市","11896","台","25213","千克","25,140,992",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","434","秘鲁","31","上海市","16995","台","20555","千克","59,448,343",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","435","波多黎各","31","上海市","12","台","12","千克","41,574",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","438","法属圣马丁","31","上海市","1","台","1","千克","3,912",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","442","特立尼达和多巴哥","31","上海市","3","台","3","千克","8,946",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","444","乌拉圭","31","上海市","1676","台","0","千克","3,193,717",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","445","委内瑞拉","31","上海市","1","台","4","千克","57",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","501","加拿大","31","上海市","110693","台","303599","千克","752,114,810",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","502","美国","31","上海市","7888133","台","22904082","千克","58,553,119,910",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","503","格陵兰","31","上海市","1","台","1","千克","2,993",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","504","百慕大","31","上海市","4","台","4","千克","13,627",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","601","澳大利亚","31","上海市","543953","台","1581677","千克","3,930,962,502",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","603","斐济","31","上海市","2","台","4","千克","7,870",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","609","新西兰","31","上海市","16615","台","48404","千克","128,827,966",
"84713090","其他重量不超过10千克的便携式自动数据处理设备","621","马绍尔群岛","31","上海市","2","台","6","千克","15,112",
